HT-1000,LT,Computer Systems,Very Best Screens,4.2,KG,"Notebook Basic 15 with 2.80 GHz quad core. 15"" LCD. 4 GB DDR3 RAM. 500 GB Hard Disc. Windows 8 Pro",Notebook Basic 15,956.0,EUR,30,18,3,cm
HT-1001,LT,Computer Systems,Very Best Screens,4.5,KG,"Notebook Basic 17 with 2.80 GHz quad core. 17"" LCD. 4 GB DDR3 RAM. 500 GB Hard Disc. Windows 8 Pro",Notebook Basic 17,1249.0,EUR,29,17,3.1,cm
HT-1002,LT,Computer Systems,Very Best Screens,4.2,KG,"Notebook Basic 18 with 2.80 GHz quad core. 18"" LCD. 8 GB DDR3 RAM. 1000 GB Hard Disc. Windows 8 Pro",Notebook Basic 18,1570.0,EUR,28,19,2.5,cm
HT-1003,LT,Computer Systems,Smartcards,4.2,KG,"Notebook Basic 19 with 2.80 GHz quad core. 19"" LCD. 8 GB DDR3 RAM. 1000 GB Hard Disc. Windows 8 Pro",Notebook Basic 19,1650.0,EUR,32,21,4,cm
HT-1007,AC,Computer Components,Technocom,0.2,KG,Digital Organizer with State-of-the-Art Storage Encryption,ITelO Vault,299.0,EUR,32,22,3,cm
HT-1010,AC,Computer Systems,Very Best Screens,4.3,KG,"Notebook Professional 15 with 2.80 GHz quad core. 15"" Multitouch LCD. 8 GB DDR3 RAM. 500 GB SSD - DVD-Writer (DVD-R/+R/-RW/-RAM).Windows 8 Pro",Notebook Professional 15,1999.0,EUR,33,20,3,cm
HT-1011,LT,Computer Systems,Very Best Screens,4.1,KG,"Notebook Professional 17 with 2.80 GHz quad core. 17"" Multitouch LCD. 8 GB DDR3 RAM. 500 GB SSD - DVD-Writer (DVD-R/+R/-RW/-RAM).Windows 8 Pro",Notebook Professional 17,2299.0,EUR,33,23,2,cm
HT-1020,AC,Computer Components,Technocom,0.16,KG,Digital Organizer with State-of-the-Art Encryption for Storage and Network Communications,ITelO Vault Net,459.0,EUR,10,1.8,17,cm
HT-1021,AC,Computer Components,Technocom,0.18,KG,Digital Organizer with State-of-the-Art Encryption for Storage and Secure Stellite Link,ITelO Vault SAT,149.0,EUR,11,1.7,18,cm
HT-1022,AC,Computer Components,Technocom,0.2,KG,32 GB Digital Assistant with high-resolution color screen,Comfort Easy,1679.0,EUR,84,1.5,14,cm
HT-1023,AC,Computer Components,Technocom,0.8,KG,64 GB Digital Assistant with high-resolution color screen and synthesized voice output,Comfort Senior,512.0,EUR,80,1.6,13,cm
HT-1030,FT,Computer Components,Very Best Screens,21,KG,Optimum Hi-Resolution max. 1920 x 1080 @ 85Hz. Dot Pitch: 0.27mm,Ergo Screen E-I,230.0,EUR,37,12,36,cm
HT-1031,FT,Computer Components,Very Best Screens,21,KG,Optimum Hi-Resolution max. 1920 x 1200 @ 85Hz. Dot Pitch: 0.26mm,Ergo Screen E-II,285.0,EUR,40.8,19,43,cm
HT-1032,FT,Computer Components,Very Best Screens,21,KG,Optimum Hi-Resolution max. 2560 x 1440 @ 85Hz. Dot Pitch: 0.25mm,Ergo Screen E-III,345.0,EUR,40.8,19,43,cm
HT-1035,FT,Computer Components,Very Best Screens,14,KG,Optimum Hi-Resolution max. 1600 x 1200 @ 85Hz. Dot Pitch: 0.24mm,Flat Basic,399.0,EUR,39,20,41,cm
HT-1036,FT,Computer Components,Very Best Screens,15,KG,Optimum Hi-Resolution max. 2048 x 1080 @ 85Hz. Dot Pitch: 0.26mm,Flat Future,430.0,EUR,45,26,46,cm
HT-1037,FT,Computer Components,Very Best Screens,17,KG,Optimum Hi-Resolution max. 2016 x 1512 @ 85Hz. Dot Pitch: 0.24mm,Flat XL,1230.0,EUR,54.5,22.1,39.1,cm
HT-1040,PR,SC,Alpha Printers,32,KG,Print 2400 dpi image quality color documents at speeds of up to 32 ppm (color) or 36 ppm (monochrome). letter/A4. Powerful 500 MHz processor. 512MB of memory,Laser Professional Eco,830.0,EUR,51,46,30,cm
HT-1041,PR,SC,Alpha Printers,23,KG,Up to 22 ppm color or 24 ppm monochrome A4/letter. powerful 500 MHz processor and 128MB of memory,Laser Basic,490.0,EUR,48,42,26,cm
HT-1042,PR,SC,Alpha Printers,17,KG,Print up to 25 ppm letter and 24 ppm A4 color or monochrome. with a first-page-out-time of less than 13 seconds for monochrome and less than 15 seconds for color,Laser Allround,349.0,EUR,53,50,65,cm
HT-1050,PR,SC,Alpha Printers,3,KG,4800 dpi x 1200 dpi - up to 35 ppm (mono) / up to 34 ppm (color) - capacity: 250 sheets - Hi-Speed USB. Ethernet,Ultra Jet Super Color,139.0,EUR,41,41,28,cm
HT-1051,PR,SC,Printer for All,1.9,KG,1000 dpi x 1000 dpi - up to 35 ppm (mono) / up to 34 ppm (color) - capacity: 250 sheets - Hi-Speed USB - excellent dimensions for the small office,Ultra Jet Mobile,99.0,EUR,46,32,25,cm
HT-1052,PR,SC,Printer for All,18,KG,4800 dpi x 1200 dpi - up to 35 ppm (mono) / up to 34 ppm (color) - capacity: 250 sheets - Hi-Speed USB2.0. Ethernet,Ultra Jet Super Highspeed,170.0,EUR,41,41,28,cm
HT-1055,PR,SC,Printer for All,6.3,KG,1000 dpi x 1000 dpi - up to 16 ppm (mono) / up to 15 ppm (color)- capacity 80 sheets - scanner (216 x 297 mm. 1200dpi x 2400dpi),Multi Print,99.0,EUR,55,45,29,cm
HT-1056,PR,SC,Printer for All,4.3,KG,1200 dpi x 1200 dpi - up to 25 ppm (mono) / up to 24 ppm (color)- capacity 80 sheets - scanner (216 x 297 mm. 2400dpi x 4800dpi. high resolution),Multi Color,119.0,EUR,51,41.3,22,cm
HT-1060,MI,Computer Components,Oxynum,0.09,KG,Cordless Optical USB MI. Laptop. Color: Black. Plug&Play,Cordless Mouse,9.0,EUR,6,14.5,3.5,cm
HT-1061,MI,Computer Components,Oxynum,0.09,KG,Optical USB. PS/2 Mouse. Color: Blue. 3-button-functionality (incl. Scroll wheel),Speed Mouse,7.0,EUR,7,15,3.1,cm
HT-1062,MI,Computer Components,Oxynum,0.03,KG,Optical USB Mouse. Color: Red. 5-button-functionality(incl. Scroll wheel). Plug&Play,Track Mouse,11.0,EUR,3,7,4,cm
HT-1063,KB,Computer Components,Oxynum,2.1,KG,Ergonomic USB Keyboard for Desktop. Plug&Play,Ergonomic Keyboard,14.0,EUR,50,21,3.5,cm
HT-1064,KB,Computer Components,Oxynum,1.8,KG,Corded Keyboard with special keys for Internet Usability. USB,Internet Keyboard,16.0,EUR,52,25,3,cm
HT-1065,KB,Computer Components,Oxynum,2.3,KG,Corded Ergonomic Keyboard with special keys for Media Usability. USB,Media Keyboard,26.0,EUR,51.4,23,4,cm
HT-1066,MI,Computer Components,Oxynum,80,G,Nice mouse pad with ITelO Logo,Mousepad,6.99,EUR,15,6,0.2,cm
HT-1067,MI,Computer Components,Oxynum,80,G,Ergonomic mouse pad with ITelO Logo,Ergo Mousepad,8.99,EUR,15,6,0.2,cm
HT-1068,MI,Computer Components,Fasttech,90,G,ITelO Mousepad Special Edition,Designer Mousepad,12.99,EUR,24,24,0.6,cm
HT-1069,CSA,Computer Systems,Fasttech,45,G,Universal card reader,Universal card reader,14.0,EUR,6,6,3,cm
HT-1070,GC,Computer Components,Ultrasonic United,0.255,KG,Proctra X: PCI-E GDDR5 3072MB,Proctra X,70.9,EUR,22,35,17,cm
HT-1071,GC,Computer Components,Ultrasonic United,0.3,KG,Gladiator XLN: PCI-E GDDR5 3072MB DVI Out. TV Out low-noise,Gladiator MX,81.7,EUR,22,35,17,cm
HT-1072,GC,Computer Components,Ultrasonic United,0.4,KG,Hurricane GX: PCI-E 691 GFLOPS game-optimized,Hurricane GX,101.2,EUR,22,35,17,cm
HT-1073,GC,Computer Components,Smartcards,0.4,KG,Hurricane GX/LN: PCI-E 691 GFLOPS game-optimized. low-noise.,Hurricane GX/LN,139.99,EUR,22,35,17,cm
HT-1080,SC,Printers and Scanners,Printer for All,2.3,KG,Flatbed scanner - 9.600 × 9.600 dpi - 216 x 297 mm - Hi-Speed USB - Bluetooth,Photo Scan,129.0,EUR,34,48,5,cm
HT-1081,SC,Printers and Scanners,Printer for All,2.4,KG,Flatbed scanner - 9.600 × 9.600 dpi - 216 x 297 mm - SCSI for backward compatibility,Power Scan,89.0,EUR,31,43,7,cm
HT-1082,SC,Printers and Scanners,Printer for All,3.2,KG,Flatbed scanner - Letter - 2400 dpi x 2400 dpi - 216 x 297 mm - add-on module,Jet Scan Professional,169.0,EUR,33,41,12,cm
HT-1083,SC,Printers and Scanners,Printer for All,3.2,KG,Flatbed scanner - A4 - 2400 dpi x 2400 dpi - 216 x 297 mm - add-on module,Jet Scan Professional,189.0,EUR,35,40,10,cm
HT-1085,PR,SC,Alpha Printers,23.2,KG,Copymaster,Copymaster,1499.0,EUR,45,42,22,cm
HT-1090,SP,Computer Components,Speaker Experts,3,KG,PC multimedia speakers - 5 Watt (Total),Surround Sound,39.0,EUR,12,10,16,cm
HT-1091,SP,Computer Components,Speaker Experts,1.4,KG,PC multimedia speakers - 10 Watt (Total) - 2-way,Blaster Extreme,26.0,EUR,13,11,17.5,cm
HT-1092,SP,Computer Components,Speaker Experts,2.1,KG,PC multimedia speakers - optimized for Blutooth/A2DP,Sound Booster,45.0,EUR,12.4,10.4,18.1,cm
HT-1100,SW,Software,Technocom,1.2,KG,Complete package. 1 User. Office Applications (word processing. spreadsheet. presentations),Smart Office,89.9,EUR,15,6.5,2.1,cm
HT-1101,SW,Software,Technocom,0.8,KG,Complete package. 1 User. Image editing. processing,Smart Design,79.9,EUR,14,6.7,24,cm
HT-1102,SW,Software,Technocom,0.8,KG,Complete package. 1 User. Network Software Utilities. Useful Applications and Documentation,Smart Network,69.0,EUR,16,6,27,cm
HT-1103,SW,Software,Technocom,0.8,KG,Complete package. 1 User. different Multimedia applications. playing music. watching DVDs. only with this Smart package,Smart Multimedia,77.0,EUR,11,3.4,22,cm
HT-1104,SW,Software,Technocom,1.1,KG,Complete package. 1 User. various games for amusement. logic. action. jump&run,Smart Games,55.0,EUR,10,3,30,cm
HT-1105,SW,Software,Brainsoft,0.7,KG,Complete package. 1 User. highly recommended for internet users as anti-virus protection,Smart Internet Antivirus,29.0,EUR,16,4,21,cm
HT-1106,SW,Software,Brainsoft,0.9,KG,Complete package. 1 User. recommended for internet users. protect your PC against cyber-crime,Smart Firewall,34.0,EUR,17.9,4.2,23.1,cm
HT-1107,SW,Software,Brainsoft,0.5,KG,Complete package. 1 User. bring your money in your mind. see what you have and what you want,Smart Money,29.9,EUR,12,1.5,19,cm
HT-1110,CSA,Computer Systems,Red Point Stores,0.03,KG,Robust 3m anti-burglary protection for your laptop computer,PC Lock,8.9,EUR,20,8,4.3,cm
HT-1111,CSA,Computer Systems,Red Point Stores,0.02,KG,Robust 1m anti-burglary protection for your desktop computer,Notebook Lock,6.9,EUR,31,9,7,cm
HT-1112,CSA,Computer Systems,Red Point Stores,0.075,KG,Color webcam. color. High-Speed USB,Web cam reality,39.0,EUR,9,8.2,1.3,cm
HT-1113,CSA,Computer Systems,Red Point Stores,0.05,KG,10 separately packed screen wipes,Screen clean,2.3,EUR,2,2,0.1,cm
HT-1114,CSA,Computer Systems,Red Point Stores,1.8,KG,Notebook bag. plenty of room for stationery and writing materials,Fabric bag professional,31.0,EUR,42,32,7,cm
HT-1115,TC,Computer Components,Red Point Stores,0.45,KG,Wireless DSL Router (available in blue. black and silver),Wireless DSL Router,49.0,EUR,19.3,18,5,cm
HT-1116,TC,Computer Components,Red Point Stores,0.45,KG,Wireless DSL Router / Repeater (available in blue. black and silver),Wireless DSL Router / Repeater,59.0,EUR,19.3,18,5,cm
HT-1117,TC,Computer Components,Technocom,0.45,KG,Wireless DSL Router / Repeater and Print Server (available in blue. black and silver),Wireless DSL Router / Repeater and Print Server,69.0,EUR,19.3,18,5,cm
HT-1118,CSA,Computer Systems,Technocom,0.015,KG,USB 2.0 High-Speed 64 GB,USB Stick,35.0,EUR,1.5,8.7,1.2,cm
HT-1120,KB,Computer Components,Technocom,1,KG,Cordless Bluetooth Keyboard with English keys,Cordless Bluetooth Keyboard. english international,29.0,EUR,51.4,23,4,cm
HT-1137,FS,Computer Components,Technocom,18,KG,Optimum Hi-Resolution max. 2048 × 1536 @ 85Hz. Dot Pitch: 0.24mm,Flat XXL,1430.0,EUR,54,22,38,cm
HT-1138,MI,Computer Components,Technocom,0.02,KG,Portable pocket Mouse with retracting cord,Pocket Mouse,23.0,EUR,0.3,0.5,1,cm
HT-1210,DC,Computer Systems,Technocom,2.3,KG,PC Power Station with 3.4 Ghz quad-core. 32 GB DDR3 SDRAM. feels like a PC. Windows 8 Pro,PC Power Station,2399.0,EUR,28,31,43,cm
HT-1500,SV,Computer Systems,Technocom,18,KG,Dual socket. quad-core processing server with 1333 MHz Front Side Bus with 10Gb connectivity,Server Basic,5000.0,EUR,34,35,23,cm
HT-1501,SV,Computer Systems,Technocom,25,KG,Dual socket. quad-core processing server with 1644 MHz Front Side Bus with 10Gb connectivity,Server Professional,15000.0,EUR,29,30,27,cm
HT-1502,SV,Computer Systems,Technocom,35,KG,Dual socket. quad-core processing server with 1644 MHz Front Side Bus with 100Gb connectivity,Server Power Pro,25000.0,EUR,22,27.3,37,cm
HT-6130,FST,TV. Video & HiFi,Very Best Screens,2.6,KG,32-inch. 1366x768 Pixel. 16:9. HDTV ready,Flat Watch HD32,1459.0,EUR,78,22.1,55,cm
HT-6131,FST,TV. Video & HiFi,Very Best Screens,2.2,KG,37-inch. 1366x768 Pixel. 16:9. HDTV ready,Flat Watch HD37,1199.0,EUR,99.1,26,61,cm
HT-6132,FST,TV. Video & HiFi,Very Best Screens,1.8,KG,41-inch. 1366x768 Pixel. 16:9. HDTV ready,Flat Watch HD41,899.0,EUR,128,23,79.1,cm
HT-7030,AC,Computer Components,Fasttech,0.5,KG,Our new multifunctional Handheld with phone function in platinum,Platinberry,549.0,EUR,8.1,13,12.1,cm
HT-7020,AC,Computer Components,Fasttech,0.5,KG,Our new multifunctional Handheld with phone function in gold,Goldberry,549.0,EUR,8.1,13,12.1,cm
HT-7010,AC,Computer Components,Fasttech,0.5,KG,Our new multifunctional Handheld with phone function in silver,Silverberry,549.0,EUR,8.1,13,12.1,cm
HT-7000,AC,Computer Components,Fasttech,0.5,KG,Our new multifunctional Handheld with phone function in copper,Copperberry,549.0,EUR,8.1,13,12.1,cm
HT-1095,AC,Computer Components,Fasttech,80,G,5.1 Headset. 40 Hz-20 kHz. Wireless,Lovely Sound 5.1 Wireless,49.0,EUR,24,19,23,cm
HT-1096,AC,Computer Components,Fasttech,130,G,5.1 Headset. 40 Hz-20 kHz. 3m cable,Lovely Sound 5.1,39.0,EUR,25,17,19,cm
HT-1097,AC,Computer Components,Fasttech,60,G,5.1 Headset. 40 Hz-20 kHz. 1m cable,Lovely Sound Stereo,29.0,EUR,21.3,2.4,19.7,cm
HT-6123,AC,TV. Video & HiFi,Fasttech,267,G,MP3-Player with 80 GB SSD and Color Display. can play movies,Power Pro Player 80,299.0,EUR,4,6,0.8,cm
HT-6122,AC,TV. Video & HiFi,Fasttech,266,G,MP3-Player with 40 GB HDD and Color Display. can play movies,Power Pro Player 40,167.0,EUR,5.1,8,9.2,cm
HT-6121,AC,TV. Video & HiFi,Fasttech,134,G,ITelo Jog-Mate 64 GB HDD and Color Display. can play movies,ITelo Jog-Mate,63.0,EUR,5.1,8,9.2,cm
HT-6120,AC,TV. Video & HiFi,Fasttech,134,G,64 GB USB Music-on-a-Stick,ITelo MusicStick,45.0,EUR,1.5,6,1,cm
HT-6111,AC,TV. Video & HiFi,Fasttech,3.1,KG,160 GB HDD. CD-RW. DVD+R/RW. DVD-R/RW. MPEG 2 (Video-DVD). MPEG 4. VCD. SVCD. DivX. Xvid,Record Movie,288.0,EUR,38,26,6.2,cm
HT-6110,AC,TV. Video & HiFi,Fasttech,2.4,KG,CD-RW. DVD+R/RW. DVD-R/RW. MPEG 2 (Video-DVD). MPEG 4. VCD. SVCD. DivX. Xvid,Play Movie,130.0,EUR,37,24,6,cm
HT-6102,AC,TV. Video & HiFi,Technocom,2.5,KG,1080p. DLP max. 12.3 Meter. 3D-ready,Beam Breaker B-3,889.0,EUR,30.4,23.1,23,cm
HT-6101,AC,TV. Video & HiFi,Technocom,2,KG,1080p. DLP max.9.34 Meter. 2D-ready,Beam Breaker B-2,679.0,EUR,30.4,23.1,23,cm
HT-2002,AC,TV. Video & HiFi,Technocom,0.72,KG,"9"" LCD Screen. storage holds up to 8 hours. 2 speakers included","Portable DVD Player with 9"" LCD Monitor",853.99,EUR,21,16.5,14,cm
HT-6100,AC,TV. Video & HiFi,Titanium,1.7,KG,720p. DLP Projector max. 8.45 Meter. 2D,Beam Breaker B-1,469.0,EUR,30.4,23.1,23,cm
HT-2027,AC,Computer Systems,Titanium,0.15,KG,Removable jewel case labels. zero residues (100),Removable CD/DVD Laser Labels,8.99,EUR,5.5,2,2,cm
HT-2026,AC,Computer Systems,Titanium,0.2,KG,Quality cables for notebooks and projectors,Audio/Video Cable Kit - 4m,29.99,EUR,21,10.2,13,cm
HT-2025,AC,Computer Systems,Titanium,0.65,KG,Organizer and protective case for 264 CDs and DVDs,CD/DVD case: 264 sleeves,44.99,EUR,13,13,20,cm
HT-2001,AC,TV. Video & HiFi,Titanium,0.84,KG,"10"" LCD Screen. storage battery holds up to 8 hours","10"" Portable DVD player",449.99,EUR,24,19.5,29,cm
HT-2000,AC,TV. Video & HiFi,Titanium,0.79,KG,"7"" LCD Screen. storage battery holds up to 6 hours!","7"" Widescreen Portable DVD Player w MP3",249.99,EUR,21.4,19,27.6,cm
HT-1603,DC,Computer Systems,Titanium,6.8,KG,3.4 Ghz quad core. 16 GB DDR3 SDRAM. 4000 GB Hard Disc. Graphic Card: Hurricane GX. Windows 8,Gaming Monster Pro,1700.0,EUR,27,28,42,cm
HT-1602,DC,Computer Systems,Titanium,5.9,KG,3.4 Ghz quad core. 8 GB DDR3 SDRAM. 2000 GB Hard Disc. Graphic Card: Gladiator MX. Windows 8,Gaming Monster,1200.0,EUR,26.5,34,47,cm
HT-1601,DC,Computer Systems,Titanium,5.3,KG,2.8 Ghz dual core. 4 GB DDR3 SDRAM. 1000 GB Hard Disc. Graphic Card: Gladiator MX. Windows 8,Family PC Pro,900.0,EUR,25,31.7,40.2,cm
HT-1600,DC,Computer Systems,Titanium,4.8,KG,2.8 Ghz dual core. 4 GB DDR3 SDRAM. 500 GB Hard Disc. Graphic Card: Proctra X. Windows 8,Family PC Basic,600.0,EUR,21.4,29,38,cm
HT-1119,AC,Computer Systems,Titanium,88,G,Universal Travel Adapter,Travel Adapter,79.0,EUR,2,3.1,3.9,cm
HT-8000,LT,Computer Systems,Titanium,4,KG,Notebook with 2.80 GHz dual core. 4 GB DDR3 SDRAM. 500 GB Hard Disc. Windows 8,ITelO FlexTop I4000,799.0,EUR,31,19,3.1,cm
HT-8001,LT,Computer Systems,Titanium,4.2,KG,Notebook with 2.80 GHz dual core. 8 GB DDR3 SDRAM. 500 GB Hard Disc. Windows 8,ITelO FlexTop I6300c,799.0,EUR,32,20,3.4,cm
HT-8002,LT,Computer Systems,Titanium,3.5,KG,Notebook with 2.80 GHz quad core. 4 GB DDR3 SDRAM. 1000 GB Hard Disc. Windows 8,ITelO FlexTop I9100,1199.0,EUR,38,21,4.1,cm
HT-8003,LT,Computer Systems,Titanium,3.8,KG,Notebook with 2.80 GHz quad core. 8 GB DDR3 SDRAM. 1000 GB Hard Disc. Windows 8,ITelO FlexTop I9800,1388.0,EUR,48,31,4.5,cm
PF-1000,AC,Computer Systems,Titanium,0.01,KG,Flyer for our product palette,Flyer,0.0,EUR,46,30,3,cm
HT-9999,ST,Smartphones & Tablets,Titanium,3.8,KG,10.1-inch Multitouch HD Screen (1280 x 800). 16GB Internal Memory. Wireless N Wi-Fi; Bluetooth. GPS Enabled. 1GHz Dual-Core Processor,Maxi Tablet,749.0,EUR,48,31,4.5,cm
HT-9998,ST,Smartphones & Tablets,Titanium,0.75,KG,5 Megapixel Camera. Wi-Fi 802.11 b/g/n. Bluetooth. GPS A-GPS support,Smartphone Beta,699.0,EUR,48,31,4.5,cm
HT-9997,ST,Smartphones & Tablets,Titanium,3.8,KG,6-Inch E Ink Screen. Access To e-book Store. Adjustable Font Styles and Sizes. Stores Up To 1.000 Books,e-Book Reader ReadMe,633.0,EUR,48,31,4.5,cm
HT-9996,AC,Smartphones & Tablets,Titanium,0.03,KG,Stylish tablet pouch. protects from scratches. color: black,Tablet Pouch,20.0,EUR,25,40,4.5,cm
HT-9995,AC,Smartphones & Tablets,Titanium,0.02,KG,Durable high quality plastic bump-sleeve. lightweight. protects from scratches. rubber coating. multiple colors available. Accurate design and cut-outs for your device. snap-on design,Smartphone Cover,15.0,EUR,48,31,4.5,cm
HT-9994,AC,TV. Video & HiFi,Ultrasonic United,3.8,KG,"1920x1080 Full HD. image stabilization reduces blur. 27x Optical / 32x Extended Zoom. wide angle Lens. 2.7"" wide LCD display",Camcorder View,1388.0,EUR,48,31,27,cm
HT-9993,ST,Smartphones & Tablets,Ultrasonic United,3.8,KG,7 inch 1280x800 HD display (216 ppi). Quad-core processor. 16 GB internal storage. 4325 mAh battery (Up to 8 hours of active use),Mini Tablet,833.0,EUR,48,31,4.5,cm
HT-9992,ST,Smartphones & Tablets,Ultrasonic United,0.75,KG,7 inch 1280x800 HD display (216 ppi). Quad-core processor. 16 GB internal storage (actual formatted capacity will be less). 4325 mAh battery (Up to 8 hours of active use). white or black,Smartphone Alpha,599.0,EUR,48,31,4.5,cm
HT-9991,AC,Smartphones & Tablets,Ultrasonic United,0.02,KG,Button Clasp. Quality Material. 100% Leather. compatible with many smartphone models,Smartphone Leather Case,25.0,EUR,48,31,4.5,cm
HT-1251,LT,Computer Systems,Ultrasonic United,4.2,KG,"Flexible Laptop with 2.5 GHz Quad Core. 15"" HD TN. 16 GB DDR SDRAM. 256 GB SSD. Windows 10 Pro",Astro Laptop 1516,989.0,EUR,30,18,3,cm
HT-1252,ST,Smartphones & Tablets,Ultrasonic United,0.75,KG,6 inch 1280x800 HD display (216 ppi). Quad-core processor. 8 GB internal storage (actual formatted capacity will be less). 3050 mAh battery (Up to 8 hours of active use). grey or black,Astro Phone 6,649.0,EUR,8,6,1.5,cm
HT-1253,LT,Computer Systems,Ultrasonic United,4.2,KG,"Flexible Laptop with 2.5 GHz Dual Core. 14"" HD+ TN. 8 GB DDR SDRAM. 324 GB SSD. Windows 10 Pro",Benda Laptop 1408,976.0,EUR,30,18,3,cm
HT-1254,FS,Computer Components,Ultrasonic United,15,KG,Optimum Hi-Resolution Widescreen max. 1920 x 1080 @ 85Hz. Dot Pitch: 0.27mm. HDMI. D-Sub,Bending Screen 21HD,250.0,EUR,37,12,36,cm
HT-1255,FS,Computer Components,Ultrasonic United,16,KG,Optimum Hi-Resolution Widescreen max. 2048 x 1080 @ 85Hz. Dot Pitch: 0.27mm. HDMI. D-Sub,Broad Screen 22HD,270.0,EUR,39,12,38,cm
HT-1256,ST,Smartphones & Tablets,Ultrasonic United,0.75,KG,7 inch 1280x800 HD display (216 ppi). Quad-core processor. 16 GB internal storage (actual formatted capacity will be less). 4325 mAh battery (Up to 8 hours of active use). white or black,Cerdik Phone 7,549.0,EUR,9,15,1.5,cm
HT-1257,ST,Smartphones & Tablets,Ultrasonic United,2.8,KG,10.5-inch Multitouch HD Screen (1280 x 800). 16GB Internal Memory. Wireless N Wi-Fi; Bluetooth. GPS Enabled. 1GHz Dual-Core Processor,Cepat Tablet 10.5,549.0,EUR,48,31,4.5,cm
HT-1258,ST,Smartphones & Tablets,Ultrasonic United,2.5,KG,8-inch Multitouch HD Screen (2000 x 1500) 32GB Internal Memory. Wireless N Wi-Fi. Bluetooth. GPS Enabled. 1.5 GHz Quad-Core Processor,Cepat Tablet 8,529.0,EUR,38,21,3.5,cm